PeakID	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
29048	chr8	144643556	144643625	+	0	NA	exon (NM_001166237, exon 9 of 14)	-exon (NM_001166237, exon 9 of 14)	3113	NM_024736	GSDMD	NM_024736			GSDMD			
31923	chrX	192507	192554	+	0	NA	promoter-TSS (NR_028057)	-promoter-TSS (NR_028057)	-461	NR_028057	PLCXD1	NR_028057			PLCXD1			
7635	chr13	76764444	76764574	+	0	NA	Intergenic	Intergenic	429712	NM_015842	LMO7	NM_005358			LMO7			
6654	chr12	53599013	53599061	+	0	NA	intron (NM_000889, intron 1 of 15)	-intron (NM_000889, intron 1 of 15)	1963	NM_000889	ITGB7	NM_000889			ITGB7			
15208	chr19	48204686	48204733	+	0	NA	exon (NM_015711, exon 15 of 15)	-exon (NM_015711, exon 15 of 15)	-11892	NM_014601	EHD2	NM_014601			EHD2			
12677	chr17	76121769	76121895	+	0	NA	exon (NM_001127198, exon 5 of 20)	-exon (NM_001127198, exon 5 of 20)	3029	NM_001127198	TMC6	NM_007267			TMC6			
31541	chrX	106394983	106395085	+	0	NA	intron (NR_033676, intron 5 of 6)	-intron (NM_017681, intron 7 of 8)	-32977	NM_001171080	RBM41	NM_018301			RBM41			
7188	chr13	113550041	113550094	+	0	NA	Intergenic	Intergenic	72885	NR_034002	MCF2L-AS1	NR_034002			MCF2L-AS1			
31572	chrX	114426712	114426818	+	0	NA	exon (NM_001145346, exon 1 of 1)	-exon (NM_001145346, exon 1 of 1)	2802	NM_001145346	RBMXL3	NM_001145346			RBMXL3			
13235	chr18	11744871	11744935	+	0	NA	intron (NM_182978, intron 1 of 11)	-intron (NM_182978, intron 1 of 11)	-6659	NM_002071	GNAL	NM_001142339			GNAL			
4763	chr11	32851528	32851604	+	0	NA	promoter-TSS (NM_024081)	-promoter-TSS (NM_024081)	85	NM_024081	PRRG4	NM_024081			PRRG4			
16661	chr2	1893048	1893112	+	0	NA	exon (NM_015025, exon 16 of 25)	-exon (NM_015025, exon 16 of 25)	-144789	NM_012293	PXDN	NM_012293			PXDN			
28165	chr7	73318970	73319045	+	0	NA	Intergenic	Intergenic	43518	NM_182504	WBSCR28	NM_182504			WBSCR28			
31448	chr9	96572882	96572938	+	0	NA	Intergenic	Intergenic	-8729	NR_036254	MIR4291	NR_036254			MIR4291			
24831	chr5	57859366	57859479	+	0	NA	Intergenic	Intergenic	-19517	NM_138453	RAB3C	NM_138453			RAB3C			
10774	chr16	85002924	85002966	+	0	NA	Intergenic	Intergenic	42196	NM_017740	ZDHHC7	NM_001145548			ZDHHC7			
24092	chr5	170190942	170191000	+	0	NA	Intergenic	Intergenic	-19752	NM_014211	GABRP	NM_014211			GABRP			
17645	chr2	62521326	62521429	+	0	NA	Intergenic	Intergenic	98115	NM_006577	B3GNT2	NM_006577			B3GNT2			
3317	chr10	2371381	2371437	+	0	NA	Intergenic	Intergenic	-14141	NR_038884	LOC399708	NR_038884			LOC399708			
3622	chr10	6187855	6187911	+	0	NA	intron (NM_001145443, intron 1 of 14)	-intron (NM_001145443, intron 1 of 14)	1040	NM_001145443	PFKFB3	NM_004566			PFKFB3			
397	chr1	151129063	151129159	+	0	NA	promoter-TSS (NM_001204848)	-promoter-TSS (NM_001204848)	6	NM_001204848	TNFAIP8L2-SCNM1	NM_001204848			TNFAIP8L2-SCNM1			
26566	chr6	85000272	85000338	+	0	NA	Intergenic	Intergenic	-62970	NM_014895	KIAA1009	NM_014895			KIAA1009			
14673	chr19	36451132	36451179	+	0	NA	Intergenic	Intergenic	23133	NM_024509	LRFN3	NM_024509			LRFN3			
15091	chr19	45794013	45794107	+	0	NA	intron (NM_031417, intron 13 of 17)	-intron (NM_001199867, intron 13 of 16)	32173	NM_001824	CKM	NM_001824			CKM			
7924	chr14	104583670	104583830	+	0	NA	promoter-TSS (NR_029620)	-promoter-TSS (NR_029620)	8	NR_029620	MIR203	NR_029620			MIR203			
5672	chr12	109540140	109540206	+	0	NA	intron (NM_080911, intron 4 of 6)	-intron (NM_003362, intron 3 of 5)	4250	NM_003362	UNG	NM_003362			UNG			
26982	chr7	137407046	137407169	+	0	NA	intron (NM_004717, intron 1 of 33)	-intron (NM_004717, intron 1 of 33)	124502	NM_004717	DGKI	NM_004717			DGKI			
24360	chr5	178202222	178202292	+	0	NA	intron (NR_024035, intron 2 of 6)	-intron (NR_024035, intron 2 of 6)	1020	NR_024035	AACSP1	NR_024035			AACSP1			
23172	chr4	7319587	7319637	+	0	NA	intron (NM_020777, intron 1 of 26)	-intron (NM_020777, intron 1 of 26)	7435	NR_039961	MIR4798	NR_039961			MIR4798			
7974	chr14	105042168	105042208	+	0	NA	Intergenic	Intergenic	-3868	NM_001008404	C14orf180	NM_001008404			C14orf180			
7512	chr13	43990785	43990871	+	0	NA	intron (NM_017993, intron 3 of 16)	-intron (NM_001127615, intron 3 of 16)	212785	NM_001127615	ENOX1	NM_001242863			ENOX1			
9551	chr16	1097976	1098070	+	0	NA	Intergenic	Intergenic	-24733	NM_001172560	SSTR5	NM_001053			SSTR5			
20460	chr22	50690191	50690259	+	0	NA	promoter-TSS (NM_001159286)	-promoter-TSS (NM_001159286)	-391	NM_001159286	HDAC10	NM_032019			HDAC10			
29909	chr8	99967861	99967927	+	0	NA	Intergenic	Intergenic	11263	NM_053001	OSR2	NM_001142462			OSR2			
1607	chr1	2543296	2543451	+	0	NA	intron (NM_033467, intron 3 of 23)	-intron (NM_033467, intron 3 of 23)	21108	NM_033467	MMEL1	NM_033467			MMEL1			
4133	chr11	117588902	117589010	+	0	NA	intron (NM_020693, intron 3 of 32)	-intron (NM_020693, intron 3 of 32)	79020	NM_020693	DSCAML1	NM_020693			DSCAML1			
23143	chr4	7097674	7097777	+	0	NA	Intergenic	Intergenic	7378	NR_027441	FLJ36777	NR_027441			FLJ36777			
493	chr1	156390822	156390865	+	0	NA	promoter-TSS (NR_029691)	-promoter-TSS (NR_029691)	-622	NR_029691	MIR9-1	NR_029691			MIR9-1			
18985	chr21	15448545	15448643	+	0	NA	Intergenic	Intergenic	-95829	NR_027270	ANKRD20A11P	NR_027270			ANKRD20A11P			
15472	chr19	54445361	54445439	+	0	NA	exon (NM_031896, exon 5 of 5)	-exon (NM_031896, exon 5 of 5)	-20890	NM_031895	CACNG8	NM_031895			CACNG8			
7917	chr14	104573068	104573194	+	0	NA	intron (NM_001080464, intron 10 of 15)	-intron (NM_001080464, intron 10 of 15)	-10611	NR_029620	MIR203	NR_029620			MIR203			
15925	chr19	957318	957468	+	0	NA	intron (NM_005224, intron 3 of 8)	-intron (NM_005224, intron 3 of 8)	-26935	NM_024100	WDR18	NM_024100			WDR18			
22463	chr4	168818464	168818563	+	0	NA	Intergenic	Intergenic	-195175	NM_007193	ANXA10	NM_007193			ANXA10			
21476	chr3	28979008	28979058	+	0	NA	Intergenic	Intergenic	-343770	NM_001003793	RBMS3	NM_001003792			RBMS3			
10767	chr16	84876601	84876664	+	0	NA	intron (NM_031476, intron 2 of 14)	-intron (NM_031476, intron 2 of 14)	23045	NM_031476	CRISPLD2	NM_031476			CRISPLD2			
25412	chr6	141496202	141496289	+	0	NA	Intergenic	Intergenic	491294	NR_039675	MIR4465	NR_039675			MIR4465			
26797	chr7	121947393	121947434	+	0	NA	exon (NR_036484, exon 5 of 7)	-exon (NR_036484, exon 5 of 7)	-2848	NM_001024613	FEZF1	NM_001024613			FEZF1			
3739	chr10	73423048	73423138	+	0	NA	intron (NM_022124, intron 13 of 67)	-intron (NM_001171930, intron 13 of 30)	56485	NM_001164375	C10orf105	NM_001168390			C10orf105			
4527	chr11	1913027	1913078	+	0	NA	exon (NM_001013253, exon 11 of 11)	-exon (NM_001013253, exon 11 of 11)	20898	NM_001013255	LSP1	NM_001013254			LSP1			
875	chr1	1917432	1917470	+	0	NA	intron (NM_001080484, intron 5 of 17)	-intron (NM_001080484, intron 5 of 17)	17825	NM_001080484	KIAA1751	NM_001080484			KIAA1751			
5874	chr12	121022045	121022110	+	0	NA	Intergenic	Intergenic	-2876	NM_198202	POP5	NM_198202			POP5			
19380	chr21	46408851	46408970	+	0	NA	TTS (NR_033840)	-TTS (NR_033840)	5091	NR_033840	LINC00163	NR_033840			LINC00163			
19778	chr22	26753866	26753928	+	0	NA	intron (NM_001184777, intron 12 of 14)	-intron (NM_001184773, intron 12 of 16)	-71383	NM_020437	ASPHD2	NM_020437			ASPHD2			
13608	chr18	74489248	74489299	+	0	NA	Intergenic	Intergenic	44978	NR_040024	LOC100131655	NR_040024			LOC100131655			
28596	chr8	120983124	120983191	+	0	NA	intron (NM_022783, intron 4 of 8)	-intron (NM_022783, intron 4 of 8)	97257	NM_022783	DEPTOR	NM_022783			DEPTOR			
13216	chr18	10764362	10764440	+	0	NA	intron (NM_022068, intron 19 of 51)	-intron (NM_022068, intron 19 of 51)	238528	NM_003826	NAPG	NM_003826			NAPG			
6063	chr12	130908938	130909064	+	0	NA	intron (NM_015347, intron 12 of 18)	-intron (NM_015347, intron 12 of 18)	86568	NM_004764	PIWIL1	NM_001190971			PIWIL1			
15974	chr2	103249839	103249974	+	0	NA	intron (NM_003048, intron 1 of 11)	-intron (NM_003048, intron 1 of 11)	13740	NM_003048	SLC9A2	NM_003048			SLC9A2			
10360	chr16	55297329	55297449	+	0	NA	Intergenic	Intergenic	-61082	NM_024335	IRX6	NM_024335			IRX6			
31459	chr9	97081772	97081841	+	0	NA	intron (NM_017561, intron 6 of 6)	-intron (NM_017561, intron 6 of 6)	9120	NM_017561	FAM22F	NM_017561			FAM22F			
5982	chr12	124987620	124987688	+	0	NA	intron (NM_006312, intron 2 of 48)	-intron (NM_001077261, intron 2 of 47)	64356	NM_001206654	NCOR2	NM_001077261			NCOR2			
5335	chr11	69677318	69677428	+	0	NA	Intergenic	Intergenic	-43181	NM_005247	FGF3	NM_005247			FGF3			
10719	chr16	83963779	83963905	+	0	NA	Intergenic	Intergenic	-22985	NM_182981	OSGIN1	NM_182981			OSGIN1			
8282	chr14	57265849	57265966	+	0	NA	Intergenic	Intergenic	6438	NM_172337	OTX2	NM_021728			OTX2			
9905	chr16	27234660	27234738	+	0	NA	Intergenic	Intergenic	19403	NM_001145348	JMJD5	NM_001145348			JMJD5			
15922	chr19	953365	953424	+	0	NA	intron (NM_005224, intron 3 of 8)	-intron (NM_005224, intron 3 of 8)	27357	NM_005224	ARID3A	NM_005224			ARID3A			
24264	chr5	17655406	17655568	+	0	NA	Intergenic	Intergenic	-268068	NR_033975	LOC401177	NR_033975			LOC401177			
6047	chr12	130645404	130645512	+	0	NA	exon (NR_033834, exon 1 of 4)	-exon (NR_033834, exon 1 of 4)	765	NR_033834	FLJ31485	NR_033834			FLJ31485			
1722	chr1	30284998	30285095	+	0	NA	Intergenic	Intergenic	722018	NM_005704	PTPRU	NM_001195001			PTPRU			
23993	chr5	154399457	154399530	+	0	NA	Intergenic	Intergenic	6233	NM_001099293	KIF4B	NM_001099293			KIF4B			
22053	chr4	11430985	11431076	+	0	NA	promoter-TSS (NM_005114)	-promoter-TSS (NM_005114)	-493	NM_005114	HS3ST1	NM_005114			HS3ST1			
21175	chr3	174805109	174805172	+	0	NA	intron (NM_207015, intron 1 of 13)	-intron (NM_207015, intron 1 of 13)	228029	NM_207015	NAALADL2	NM_207015			NAALADL2			
31547	chrX	10700997	10701063	+	0	NA	intron (NM_033290, intron 1 of 9)	-intron (NM_033290, intron 1 of 9)	-55251	NM_001098624	MID1	NM_033290			MID1			
20798	chr3	129290102	129290174	+	0	NA	exon (NM_015103, exon 18 of 36)	-exon (NM_015103, exon 18 of 36)	28081	NM_153833	H1FOO	NM_153833			H1FOO			
14997	chr19	43114912	43115026	+	0	NA	Intergenic	Intergenic	-15887	NM_001816	CEACAM8	NM_001816			CEACAM8			
32117	chrX	50657272	50657392	+	0	NA	intron (NM_005448, intron 1 of 1)	-intron (NM_005448, intron 1 of 1)	3597	NM_005448	BMP15	NM_005448			BMP15			
30934	chr9	140324302	140324386	+	0	NA	intron (NM_006647, intron 5 of 13)	-intron (NM_001256067, intron 5 of 13)	6497	NM_006647	NOXA1	NM_006647			NOXA1			
4052	chr11	111265964	111266015	+	0	NA	Intergenic	Intergenic	-15832	NM_006235	POU2AF1	NM_006235			POU2AF1			
17360	chr2	26739326	26739444	+	0	NA	exon (NM_194248, exon 5 of 47)	-exon (NM_194248, exon 5 of 47)	-38475	NM_194323	OTOF	NM_004802			OTOF			
22115	chr4	125167327	125167459	+	0	NA	Intergenic	Intergenic	466494	NM_020337	ANKRD50	NM_020337			ANKRD50			
1227	chr1	2165592	2165743	+	0	NA	intron (NM_003036, intron 1 of 6)	-intron (NM_003036, intron 1 of 6)	5533	NM_003036	SKI	NM_003036			SKI			
4061	chr11	112076892	112076970	+	0	NA	intron (NM_031938, intron 8 of 11)	-intron (NM_001037290, intron 8 of 11)	-20157	NM_000317	PTS	NM_000317			PTS			
25701	chr6	167511918	167512096	+	0	NA	Intergenic	Intergenic	-13288	NM_004367	CCR6	NM_004367			CCR6			
29337	chr8	28927838	28927935	+	0	NA	exon (NM_015254, exon 40 of 40)	-exon (NM_015254, exon 40 of 40)	179661	NM_024567	HMBOX1	NM_024567			HMBOX1			
30904	chr9	140214534	140214633	+	0	NA	intron (NM_017820, intron 19 of 21)	-intron (NM_017820, intron 19 of 21)	-17880	NM_001004354	NRARP	NM_001004354			NRARP			
14540	chr19	33794154	33794221	+	0	NA	promoter-TSS (NM_004364)	-promoter-TSS (NM_004364)	424	NR_026887	LOC80054	NR_026887			LOC80054			
26678	chr7	100841534	100841635	+	0	NA	exon (NM_178176, exon 5 of 7)	-exon (NM_178176, exon 5 of 7)	2718	NM_178176	MOGAT3	NM_178176			MOGAT3			
232	chr1	1176110	1176219	+	0	NA	Intergenic	Intergenic	5938	NM_001014980	FAM132A	NM_001014980			FAM132A			
31019	chr9	18999445	18999483	+	0	NA	intron (NM_153707, intron 1 of 3)	-intron (NM_153707, intron 1 of 3)	33792	NM_153707	FAM154A	NM_153707			FAM154A			
27949	chr7	51968017	51968122	+	0	NA	Intergenic	Intergenic	-583554	NM_015198	COBL	NM_015198			COBL			
8296	chr14	60286399	60286501	+	0	NA	intron (NM_021136, intron 1 of 8)	-intron (NM_021136, intron 1 of 8)	51107	NM_021136	RTN1	NM_206852			RTN1			
6734	chr12	60663486	60663541	+	0	NA	Intergenic	Intergenic	580387	NM_004731	SLC16A7	NM_004731			SLC16A7			
6189	chr12	132937911	132938032	+	0	NA	Intergenic	Intergenic	-32066	NM_001122636	GALNT9	NM_001122636			GALNT9			
17473	chr2	37325848	37325910	+	0	NA	Intergenic	Intergenic	14285	NM_174931	CCDC75	NM_174931			CCDC75			
26817	chr7	123672835	123672922	+	0	NA	exon (NM_001136002, exon 1 of 1)	-exon (NM_001136002, exon 1 of 1)	645	NM_001136002	TMEM229A	NM_001136002			TMEM229A			
11547	chr17	26563518	26563596	+	0	NA	Intergenic	Intergenic	9968	NR_003064	PYY2	NR_003064			PYY2			
29692	chr8	68611508	68611574	+	0	NA	intron (NM_020361, intron 1 of 10)	-intron (NM_020361, intron 1 of 10)	47079	NM_020361	CPA6	NM_020361			CPA6			
18548	chr20	57429470	57429531	+	0	NA	exon (NM_001077490, exon 1 of 13)	-exon (NM_001077490, exon 1 of 13)	1464	NM_080425	GNAS	NM_080425			GNAS			
13680	chr18	77325777	77325888	+	0	NA	Intergenic	Intergenic	-113969	NM_004715	CTDP1	NM_048368			CTDP1			
18631	chr20	60884377	60884464	+	0	NA	TTS (NM_007002)	-TTS (NM_007002)	6393	NM_175573	ADRM1	NM_007002			ADRM1			
5284	chr11	68419578	68419627	+	0	NA	Intergenic	Intergenic	-32381	NM_015973	GAL	NM_015973			GAL			
26418	chr6	5086432	5086509	+	0	NA	exon (NM_001145115, exon 1 of 1)	-exon (NM_001145115, exon 1 of 1)	750	NM_001145115	PPP1R3G	NM_001145115			PPP1R3G			
11398	chr17	18011760	18011862	+	0	NA	promoter-TSS (NM_016239)	-promoter-TSS (NM_016239)	-209	NM_016239	MYO15A	NM_016239			MYO15A			
8276	chr14	57262109	57262212	+	0	NA	Intergenic	Intergenic	10185	NM_172337	OTX2	NM_021728			OTX2			
28262	chr7	84032354	84032425	+	0	NA	Intergenic	Intergenic	-208172	NM_006080	SEMA3A	NM_006080			SEMA3A			
24709	chr5	39703681	39703816	+	0	NA	Intergenic	Intergenic	-278413	NM_001343	DAB2	NM_001343			DAB2			
13512	chr18	6414672	6414711	+	0	NA	intron (NM_173464, intron 1 of 19)	-intron (NM_173464, intron 1 of 19)	219	NM_173464	L3MBTL4	NM_173464			L3MBTL4			
4587	chr11	2078445	2078511	+	0	NA	Intergenic	Intergenic	-59413	NR_002196	H19	NR_002196			H19			
21037	chr3	153942361	153942409	+	0	NA	intron (NM_015595, intron 10 of 14)	-intron (NM_001251962, intron 10 of 14)	99901	NM_001114397	DHX36	NM_020865			DHX36			
6710	chr12	57576391	57576454	+	0	NA	intron (NM_002332, intron 34 of 88)	-intron (NM_002332, intron 34 of 88)	-11865	NR_031597	MIR1228	NR_031597			MIR1228			
23220	chr4	7689243	7689318	+	0	NA	intron (NM_020777, intron 10 of 26)	-intron (NM_020777, intron 10 of 26)	-66537	NR_026892	AFAP1-AS1	NR_026892			AFAP1-AS1			
5495	chr11	76885812	76885946	+	0	NA	exon (NM_000260, exon 17 of 49)	-exon (NM_000260, exon 17 of 49)	46563	NM_001127180	MYO7A	NM_001127179			MYO7A			
7324	chr13	20806658	20806745	+	0	NA	promoter-TSS (NM_001110219)	-promoter-TSS (NM_001110219)	-167	NM_001110221	GJB6	NM_001110221			GJB6			
942	chr1	198116131	198116196	+	0	NA	Intergenic	Intergenic	-9945	NM_133494	NEK7	NM_133494			NEK7			
2016	chr1	39309249	39309315	+	0	NA	intron (NM_022157, intron 6 of 6)	-intron (NM_022157, intron 6 of 6)	16058	NM_022157	RRAGC	NM_022157			RRAGC			
2190	chr1	53370714	53370801	+	0	NA	exon (NM_001198961, exon 6 of 10)	-exon (NM_001198961, exon 6 of 10)	16689	NM_001198961	ECHDC2	NM_018281			ECHDC2			
5953	chr12	124594110	124594242	+	0	NA	intron (NM_001204299, intron 2 of 4)	-intron (NM_001204299, intron 2 of 4)	136414	NM_001204299	ZNF664-FAM101A	NM_001204299			ZNF664-FAM101A			
21088	chr3	162420879	162420981	+	0	NA	Intergenic	Intergenic	600159	NR_033945	LOC647107	NR_033945			LOC647107			
6040	chr12	130285284	130285348	+	0	NA	intron (NM_133448, intron 1 of 8)	-intron (NM_133448, intron 1 of 8)	102896	NM_133448	TMEM132D	NM_133448			TMEM132D			
3523	chr10	47000240	47000349	+	0	NA	exon (NM_014696, exon 3 of 3)	-exon (NM_014696, exon 3 of 3)	6748	NM_014696	GPRIN2	NM_014696			GPRIN2			
21495	chr3	32509805	32509935	+	0	NA	Intergenic	Intergenic	34533	NM_017801	CMTM6	NM_017801			CMTM6			
27908	chr7	4980396	4980563	+	0	NA	intron (NM_198403, intron 1 of 6)	-intron (NM_001100600, intron 1 of 6)	18365	NM_198403	MMD2	NM_001100600			MMD2			
17952	chr20	12049967	12050127	+	0	NA	Intergenic	Intergenic	151482	NM_014962	BTBD3	NM_181443			BTBD3			
17160	chr2	240941470	240941603	+	0	NA	intron (NM_004544, intron 8 of 9)	-intron (NM_004544, intron 8 of 9)	23283	NM_004544	NDUFA10	NM_004544			NDUFA10			
12018	chr17	46826968	46827032	+	0	NA	Intergenic	Intergenic	-20889	NM_006361	HOXB13	NM_006361			HOXB13			
4163	chr11	119206573	119206621	+	0	NA	exon (NM_032015, exon 1 of 1)	-exon (NM_032015, exon 1 of 1)	1387	NM_032015	RNF26	NM_032015			RNF26			
20155	chr22	43627739	43627799	+	0	NA	exon (NM_173050, exon 8 of 22)	-exon (NM_173050, exon 8 of 22)	-44632	NM_015140	TTLL12	NM_015140			TTLL12			
18936	chr20	7146584	7146658	+	0	NA	Intergenic	Intergenic	397876	NM_001200	BMP2	NM_001200			BMP2			
17679	chr2	67614130	67614178	+	0	NA	Intergenic	Intergenic	-10288	NM_019002	ETAA1	NM_019002			ETAA1			
1920	chr1	35223106	35223222	+	0	NA	exon (NM_005268, exon 2 of 2)	-exon (NM_005268, exon 2 of 2)	-2178	NM_153212	GJB4	NM_153212			GJB4			
4957	chr11	58531539	58531605	+	0	NA	Intergenic	Intergenic	-32125	NM_201648	GLYAT	NM_005838			GLYAT			
25923	chr6	21664577	21664646	+	0	NA	Intergenic	Intergenic	-2064	NR_015410	LINC00340	NR_015410			LINC00340			
31200	chr9	73581	73730	+	0	NA	Intergenic	Intergenic	-37791	NR_026822	FAM138C	NR_026822			FAM138C			
27080	chr7	148123523	148123603	+	0	NA	Intergenic	Intergenic	-164094	NM_145304	C7orf33	NM_145304			C7orf33			
25646	chr6	165679874	165679951	+	0	NA	Intergenic	Intergenic	43199	NM_144980	C6orf118	NM_144980			C6orf118			
30874	chr9	140128031	140128172	+	0	NA	exon (NM_001177316, exon 8 of 13)	-exon (NM_001177316, exon 8 of 13)	2716	NM_080877	SLC34A3	NM_001177317			SLC34A3			
16766	chr2	210782577	210782649	+	0	NA	exon (NM_032504, exon 31 of 64)	-exon (NM_032504, exon 31 of 64)	-84739	NM_006916	RPE	NM_006916			RPE			
20735	chr3	127111023	127111107	+	0	NA	Intergenic	Intergenic	188215	NM_016372	TPRA1	NM_001136053			TPRA1			
9276	chr15	81294848	81295024	+	0	NA	exon (NM_022566, exon 1 of 1)	-exon (NM_022566, exon 1 of 1)	1641	NM_022566	MESDC1	NM_022566			MESDC1			
28843	chr8	142696886	142696935	+	0	NA	Intergenic	Intergenic	-179580	NM_207414	FLJ43860	NM_207414			FLJ43860			
27040	chr7	140966302	140966396	+	0	NA	intron (NM_001195278, intron 2 of 3)	-intron (NM_001195278, intron 2 of 3)	192317	NM_001195278	LOC100507421	NM_001195278			LOC100507421			
21423	chr3	2140366	2140462	+	0	NA	promoter-TSS (NM_175607)	-promoter-TSS (NM_175607)	-136	NM_175607	CNTN4	NM_001206955			CNTN4			
364	chr1	148903343	148903443	+	0	NA	Intergenic	Intergenic	-24893	NR_027355	LOC645166	NR_027356			LOC645166			
12694	chr17	76232390	76232487	+	0	NA	intron (NM_001204211, intron 3 of 4)	-intron (NM_001204210, intron 4 of 5)	5047	NM_001204212	TMEM235	NM_001204210			TMEM235			
15909	chr19	912160	912198	+	0	NA	intron (NM_138774, intron 1 of 7)	-intron (NM_138774, intron 1 of 7)	1046	NM_138774	R3HDM4	NM_138774			R3HDM4			
29394	chr8	37699350	37699411	+	0	NA	exon (NM_032777, exon 19 of 19)	-exon (NM_032777, exon 19 of 19)	8051	NM_018310	BRF2	NM_018310			BRF2			
8754	chr15	28070907	28070984	+	0	NA	intron (NM_000275, intron 23 of 23)	-intron (NM_000275, intron 23 of 23)	273513	NM_000275	OCA2	NM_000275			OCA2			
27940	chr7	51494566	51494699	+	0	NA	Intergenic	Intergenic	-110117	NM_015198	COBL	NM_015198			COBL			
31536	chrX	105407752	105407882	+	0	NA	Intergenic	Intergenic	-4481	NM_001171020	MUM1L1	NM_152423			MUM1L1			
12068	chr17	48618951	48619036	+	0	NA	exon (NM_017957, exon 9 of 10)	-exon (NM_017957, exon 9 of 10)	-5569	NM_022827	SPATA20	NM_022827			SPATA20			
26065	chr6	2986632	2986744	+	0	NA	Intergenic	Intergenic	-1513	NR_026855	DKFZP686I15217	NR_026856			DKFZP686I15217			
4314	chr11	129961686	129961735	+	0	NA	intron (NM_001243299, intron 1 of 16)	-intron (NM_001142276, intron 1 of 16)	21247	NM_001243299	APLP2	NM_001142278			APLP2			
21359	chr3	195480732	195480785	+	0	NA	intron (NM_138297, intron 17 of 22)	-intron (NM_004532, intron 18 of 23)	29660	NM_001098516	MUC20	NM_152673			MUC20			
24699	chr5	38446203	38446283	+	0	NA	intron (NM_182801, intron 1 of 5)	-intron (NM_001205301, intron 18 of 22)	665	NM_182801	EGFLAM	NM_182798			EGFLAM			
16111	chr2	116891318	116891374	+	0	NA	Intergenic	Intergenic	971662	NM_001004360	DPP10	NM_020868			DPP10			
2688	chr10	10873860	10873951	+	0	NA	Intergenic	Intergenic	-37028	NR_027082	SFTA1P	NR_027082			SFTA1P			
19941	chr22	36708100	36708255	+	0	NA	exon (NM_002473, exon 14 of 41)	-exon (NM_002473, exon 14 of 41)	59060	NM_001136541	APOL1	NM_001136540			APOL1			
10441	chr16	607456	607520	+	0	NA	Intergenic	Intergenic	-2934	NM_145270	C16orf11	NM_145270			C16orf11			
24788	chr5	534068	534234	+	0	NA	Intergenic	Intergenic	1846	NR_039661	MIR4456	NR_039661			MIR4456			
16934	chr2	232236278	232236319	+	0	NA	Intergenic	Intergenic	8879	NR_039937	MIR4777	NR_039937			MIR4777			
32281	chrX	9754785	9754850	+	0	NA	intron (NM_001649, intron 1 of 9)	-intron (NM_001649, intron 1 of 9)	321	NM_001649	SHROOM2	NM_001649			SHROOM2			
19028	chr21	28338578	28338616	+	0	NA	exon (NM_007038, exon 1 of 8)	-exon (NM_007038, exon 1 of 8)	842	NM_007038	ADAMTS5	NM_007038			ADAMTS5			
14127	chr19	17953764	17953858	+	0	NA	intron (NM_000215, intron 5 of 23)	-intron (NM_000215, intron 5 of 23)	5030	NM_000215	JAK3	NM_000215			JAK3			
12810	chr17	77753179	77753307	+	0	NA	intron (NM_032647, intron 3 of 3)	-intron (NM_005189, intron 3 of 4)	1266	NM_032647	CBX2	NM_032647			CBX2			
17900	chr2	95909011	95909125	+	0	NA	Intergenic	Intergenic	-31133	NM_144707	PROM2	NM_144707			PROM2			
7935	chr14	104630136	104630228	+	0	NA	intron (NM_015656, intron 4 of 14)	-intron (NM_015656, intron 4 of 14)	25122	NM_015656	KIF26A	NM_015656			KIF26A			
