,PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
170,27826,chr9,94903641,94903708,+,0,,promoter-TSS (NR_027341),-promoter-TSS (NR_027341),-75,NR_027341,LINC00475,NR_027341,,,LINC00475,,,
171,25409,chr8,134617761,134617893,+,0,,Intergenic,Intergenic,-33644,NM_003033,ST3GAL1,NM_003033,,,ST3GAL1,,,
172,22962,chr6,2246554,2246630,+,0,,promoter-TSS (NM_001500),-promoter-TSS (NM_001500),605,NR_046229,LOC100508120,NR_046229,,,LOC100508120,,,
173,9582,chr16,6201380,6201446,+,0,,"intron (NM_018723, intron 1 of 15)","-intron (NM_001142333, intron 1 of 14)",132281,NM_018723,RBFOX1,NM_001142333,,,RBFOX1,,,
174,20467,chr4,7448691,7448743,+,0,,"intron (NM_020777, intron 2 of 26)","-intron (NM_020777, intron 2 of 26)",-12017,NM_001085382,PSAPL1,NM_001085382,,,PSAPL1,,,
175,6184,chr12,63544776,63544888,+,0,,"exon (NM_000706, exon 1 of 2)","-exon (NM_000706, exon 1 of 2)",1758,NM_000706,AVPR1A,NM_000706,,,AVPR1A,,,
176,10230,chr17,10746529,10746661,+,0,,Intergenic,Intergenic,-5177,NM_001101387,PIRT,NM_001101387,,,PIRT,,,
177,13074,chr19,3938013,3938057,+,0,,"intron (NM_170678, intron 4 of 7)","-intron (NM_170678, intron 4 of 7)",4934,NM_170678,ITGB1BP3,NM_170678,,,ITGB1BP3,,,
178,7515,chr14,28680308,28680366,+,0,,Intergenic,Intergenic,-555941,NM_005249,FOXG1,NM_005249,,,FOXG1,,,
179,25314,chr8,120221099,120221194,+,0,,"intron (NM_052886, intron 2 of 4)","-intron (NM_052886, intron 2 of 4)",536,NM_052886,MAL2,NM_052886,,,MAL2,,,
180,18126,chr3,123753447,123753495,+,0,,Intergenic,Intergenic,-43272,NM_017578,ROPN1,NM_017578,,,ROPN1,,,
181,6922,chr13,71789577,71789679,+,0,,Intergenic,Intergenic,651702,NM_080760,DACH1,NM_004392,,,DACH1,,,
182,643,chr1,18590744,18590797,+,0,,"intron (NM_032880, intron 2 of 9)","-intron (NM_032880, intron 2 of 9)",156530,NM_032880,IGSF21,NM_032880,,,IGSF21,,,
183,15348,chr2,3745941,3745997,+,0,,"intron (NM_018436, intron 10 of 11)","-intron (NM_018436, intron 10 of 11)",40183,NM_018436,ALLC,NM_018436,,,ALLC,,,
184,274,chr1,148000561,148000684,+,0,,Intergenic,Intergenic,25226,NM_015383,NBPF14,NM_015383,,,NBPF14,,,
185,22955,chr6,21776608,21776674,+,0,,"intron (NR_015410, intron 2 of 11)","-intron (NR_015410, intron 2 of 11)",109966,NR_015410,LINC00340,NR_015410,,,LINC00340,,,
186,2767,chr10,1549033,1549179,+,0,,"intron (NM_018702, intron 1 of 9)","-intron (NM_018702, intron 1 of 9)",-19719,NR_033387,ADARB2-AS1,NR_033387,,,ADARB2-AS1,,,
187,11825,chr18,54192769,54192829,+,0,,Intergenic,Intergenic,113121,NR_024546,TXNL1,NM_004786,,,TXNL1,,,
188,19837,chr4,185882922,185883021,+,0,,Intergenic,Intergenic,-57112,NM_001029887,HELT,NM_001029887,,,HELT,,,
189,2845,chr10,24421450,24421508,+,0,,"intron (NM_001098500, intron 2 of 18)","-intron (NM_001098500, intron 2 of 18)",-76241,NM_001098501,KIAA1217,NM_019590,,,KIAA1217,,,
190,4413,chr11,5982255,5982295,+,0,,Intergenic,Intergenic,7449,NM_001146033,OR56A5,NM_001146033,,,OR56A5,,,
191,22370,chr6,100441736,100441779,+,0,,promoter-TSS (NR_038384),-promoter-TSS (NR_038384),-157,NR_038384,LOC728012,NR_038384,,,LOC728012,,,
192,3958,chr11,18814075,18814162,+,0,,promoter-TSS (NM_001039970),-promoter-TSS (NM_001039970),-729,NM_001039970,PTPN5,NM_001039970,,,PTPN5,,,
193,15207,chr2,24232601,24232749,+,0,,promoter-TSS (NM_001080473),-promoter-TSS (NM_001080473),-278,NM_001080473,MFSD2B,NM_001080473,,,MFSD2B,,,
194,9854,chr16,84958865,84958970,+,0,,Intergenic,Intergenic,86224,NM_001145548,ZDHHC7,NM_017740,,,ZDHHC7,,,
195,19634,chr4,163607781,163607826,+,0,,Intergenic,Intergenic,480270,NM_001128931,NAF1,NM_001128931,,,NAF1,,,
196,16913,chr21,44593643,44593707,+,0,,TTS (NM_000394),-TTS (NM_000394),4534,NM_000394,CRYAA,NM_000394,,,CRYAA,,,
197,28026,chrX,125679556,125679621,+,0,,Intergenic,Intergenic,7254,NM_178470,DCAF12L1,NM_178470,,,DCAF12L1,,,
198,7052,chr13,94943168,94943227,+,0,,"intron (NM_005708, intron 5 of 8)","-intron (NM_005708, intron 5 of 8)",188739,NM_001922,DCT,NM_001129889,,,DCT,,,
199,775,chr1,19563687,19563752,+,0,,"exon (NM_015047, exon 12 of 23)","-exon (NM_015047, exon 12 of 23)",14327,NM_015047,KIAA0090,NM_015047,,,KIAA0090,,,
200,4483,chr11,63233593,63233704,+,0,,"exon (NM_001146728, exon 5 of 6)","-exon (NM_001146728, exon 5 of 6)",25032,NM_001146729,HRASLS5,NM_054108,,,HRASLS5,,,
201,4953,chr11,94277100,94277189,+,0,,"exon (NM_002033, exon 1 of 1)","-exon (NM_002033, exon 1 of 1)",127,NM_002033,FUT4,NM_002033,,,FUT4,,,
202,16296,chr20,59765220,59765298,+,0,,Intergenic,Intergenic,-62223,NM_001794,CDH4,NM_001794,,,CDH4,,,
203,10931,chr17,58227471,58227545,+,0,,"intron (NM_000717, intron 1 of 7)","-intron (NM_000717, intron 1 of 7)",206,NM_000717,CA4,NM_000717,,,CA4,,,
204,4504,chr11,64053973,64054031,+,0,,"exon (NM_001170726, exon 3 of 9)","-exon (NM_001170726, exon 3 of 9)",420,NM_001170880,GPR137,NM_020155,,,GPR137,,,
205,24472,chr7,2114466,2114536,+,0,,"intron (NM_003550, intron 11 of 18)","-intron (NM_001013836, intron 11 of 18)",158082,NM_001013836,MAD1L1,NM_001013836,,,MAD1L1,,,
206,25806,chr8,145674298,145674352,+,0,,TTS (NM_138496),-TTS (NM_138496),-4513,NM_013432,TONSL,NM_013432,,,TONSL,,,
207,3066,chr10,48437797,48437895,+,0,,"intron (NM_004962, intron 1 of 2)","-intron (NM_004962, intron 1 of 2)",1292,NM_004962,GDF10,NM_004962,,,GDF10,,,
208,2758,chr10,14467872,14468005,+,0,,Intergenic,Intergenic,-10637,NR_031668,MIR1265,NR_031668,,,MIR1265,,,
209,12808,chr19,33027171,33027237,+,0,,Intergenic,Intergenic,-44890,NM_004708,PDCD5,NM_004708,,,PDCD5,,,
210,18470,chr3,159482360,159482412,+,0,,"exon (NM_001197107, exon 2 of 8)","-exon (NM_001197107, exon 2 of 8)",-75264,NM_001197109,SCHIP1,NM_014575,,,SCHIP1,,,
211,28493,chrX,51691255,51691293,+,0,,Intergenic,Intergenic,54576,NM_001005333,MAGED1,NM_001005332,,,MAGED1,,,
212,13901,chr19,5914452,5914530,+,0,,"exon (NM_004058, exon 2 of 5)","-exon (NM_004058, exon 2 of 5)",298,NM_080590,CAPS,NM_004058,,,CAPS,,,
213,15679,chr2,89532810,89532865,+,0,,Intergenic,Intergenic,420953,NR_039635,MIR4436A,NR_039635,,,MIR4436A,,,
214,6971,chr13,82868370,82868411,+,0,,Intergenic,Intergenic,1588138,NM_052910,SLITRK1,NM_052910,,,SLITRK1,,,
215,5567,chr12,132151699,132151783,+,0,,Intergenic,Intergenic,-43894,NM_004592,SFSWAP,NM_004592,,,SFSWAP,,,
216,20944,chr5,1295248,1295320,+,0,,promoter-TSS (NM_001193376),-promoter-TSS (NM_001193376),-122,NM_198253,TERT,NM_001193376,,,TERT,,,
217,15099,chr2,240216616,240216723,+,0,,"intron (NM_006037, intron 2 of 26)","-intron (NM_006037, intron 2 of 26)",-10488,NR_036229,MIR4269,NR_036229,,,MIR4269,,,
218,8944,chr16,1341716,1341832,+,0,,Intergenic,Intergenic,-17380,NM_194261,UBE2I,NM_003345,,,UBE2I,,,
219,24551,chr7,307319,307416,+,0,,Intergenic,Intergenic,-22769,NM_001195127,LOC100288524,NM_001195127,,,LOC100288524,,,
220,18746,chr3,20421365,20421499,+,0,,Intergenic,Intergenic,-193708,NM_001199255,SGOL1,NM_001199253,,,SGOL1,,,
221,13157,chr19,417383,417478,+,0,,"intron (NM_012435, intron 12 of 12)","-intron (NM_012435, intron 12 of 12)",-8260,NM_001136263,C2CD4C,NM_001136263,,,C2CD4C,,,
222,4981,chr12,100839762,100839828,+,0,,Intergenic,Intergenic,-27756,NM_001206979,NR1H4,NM_005123,,,NR1H4,,,
223,3341,chr10,82360535,82360695,+,0,,"intron (NM_207372, intron 4 of 6)","-intron (NM_001145719, intron 4 of 6)",60040,NM_001145719,SH2D4B,NM_207372,,,SH2D4B,,,
224,25987,chr8,27491114,27491167,+,0,,promoter-TSS (NM_016240),-promoter-TSS (NM_016240),-437,NM_016240,SCARA3,NM_182826,,,SCARA3,,,
225,22241,chr5,75380775,75380833,+,0,,"intron (NM_014979, intron 1 of 12)","-intron (NM_014979, intron 1 of 12)",1499,NM_014979,SV2C,NM_014979,,,SV2C,,,
226,24842,chr7,57485544,57485596,+,0,,Intergenic,Intergenic,12839,NR_036102,MIR3147,NR_036102,,,MIR3147,,,
227,2107,chr10,102982511,102982582,+,0,,Intergenic,Intergenic,6171,NM_006562,LBX1,NM_006562,,,LBX1,,,
228,28682,chrX,89872997,89873078,+,0,,Intergenic,Intergenic,696097,NM_138960,TGIF2LX,NM_138960,,,TGIF2LX,,,
229,2904,chr10,2945453,2945511,+,0,,Intergenic,Intergenic,-164230,NM_002627,PFKP,NM_001242339,,,PFKP,,,
230,13732,chr19,54802630,54802689,+,0,,"exon (NM_001172654, exon 5 of 7)","-exon (NM_001172654, exon 5 of 7)",1562,NM_001172654,LILRA3,NM_001172654,,,LILRA3,,,
231,13528,chr19,51051988,51052052,+,0,,"exon (NM_001080457, exon 2 of 3)","-exon (NM_001080457, exon 2 of 3)",19282,NM_001080457,LRRC4B,NM_001080457,,,LRRC4B,,,
232,3196,chr10,68411562,68411611,+,0,,"intron (NM_013266, intron 9 of 17)","-intron (NM_001127384, intron 9 of 17)",-274206,NM_178011,LRRTM3,NM_178011,,,LRRTM3,,,
233,6793,chr13,31742937,31743045,+,0,,Intergenic,Intergenic,-6874,NM_006644,HSPH1,NM_006644,,,HSPH1,,,
234,11388,chr17,77681318,77681486,+,0,,promoter-TSS (NR_039893),-promoter-TSS (NR_039893),-344,NR_039893,MIR4739,NR_039893,,,MIR4739,,,
235,18557,chr3,174230845,174230960,+,0,,Intergenic,Intergenic,-346209,NM_207015,NAALADL2,NM_207015,,,NAALADL2,,,
236,26731,chr9,126952350,126952416,+,0,,Intergenic,Intergenic,-67502,NM_001166167,NEK6,NM_001166168,,,NEK6,,,
237,16419,chr20,61381138,61381181,+,0,,"intron (NM_002531, intron 1 of 3)","-intron (NM_002531, intron 1 of 3)",27049,NR_046224,LOC100652730,NR_046224,,,LOC100652730,,,
238,20816,chr5,116321009,116321143,+,0,,Intergenic,Intergenic,-410525,NM_020796,SEMA6A,NM_020796,,,SEMA6A,,,
239,2218,chr10,11658265,11658383,+,0,,Intergenic,Intergenic,-4645,NM_014688,USP6NL,NM_014688,,,USP6NL,,,
240,26539,chr8,9762777,9762849,+,0,,Intergenic,Intergenic,-1831,NR_029668,MIR124-1,NR_029668,,,MIR124-1,,,
241,14406,chr2,130666599,130666661,+,0,,Intergenic,Intergenic,25260,NR_026740,LOC389033,NR_026740,,,LOC389033,,,
242,22125,chr5,539933,539983,+,0,,Intergenic,Intergenic,-3961,NR_039661,MIR4456,NR_039661,,,MIR4456,,,
243,3171,chr10,64694237,64694318,+,0,,Intergenic,Intergenic,-115350,NM_001136178,EGR2,NM_001136177,,,EGR2,,,
244,5174,chr12,114922792,114922867,+,0,,Intergenic,Intergenic,-76582,NM_000192,TBX5,NM_080717,,,TBX5,,,
245,16191,chr20,50745714,50745780,+,0,,"intron (NM_199427, intron 5 of 8)","-intron (NM_199427, intron 5 of 8)",62777,NM_022088,ZFP64,NM_018197,,,ZFP64,,,
246,9102,chr16,23766347,23766432,+,0,,"exon (NM_022097, exon 1 of 7)","-exon (NM_022097, exon 1 of 7)",441,NM_022097,CHP2,NM_022097,,,CHP2,,,
247,24963,chr7,73391885,73391927,+,0,,Intergenic,Intergenic,-50521,NM_001081755,ELN,NM_000501,,,ELN,,,
248,17400,chr22,35341983,35342050,+,0,,Intergenic,Intergenic,-120114,NM_001008494,ISX,NM_001008494,,,ISX,,,
249,12308,chr19,15970794,15970861,+,0,,Intergenic,Intergenic,31070,NR_015379,UCA1,NR_015379,,,UCA1,,,
250,18382,chr3,14644443,14644510,+,0,,Intergenic,Intergenic,-48777,NM_016474,C3orf19,NM_016474,,,C3orf19,,,
251,14842,chr2,212034843,212034901,+,0,,Intergenic,Intergenic,552577,NR_002763,CPS1-IT1,NR_002763,,,CPS1-IT1,,,
252,14612,chr2,16243399,16243505,+,0,,Intergenic,Intergenic,-161607,NR_026766,MYCNOS,NR_026766,,,MYCNOS,,,
253,11797,chr18,46449266,46449348,+,0,,"intron (NM_005904, intron 3 of 3)","-intron (NM_001190821, intron 3 of 3)",19870,NM_001190823,SMAD7,NM_001190823,,,SMAD7,,,
254,19143,chr3,75837217,75837286,+,0,,Intergenic,Intergenic,-2996,NM_001128223,ZNF717,NM_001128223,,,ZNF717,,,
255,4337,chr11,47059694,47059741,+,0,,"intron (NM_024113, intron 2 of 8)","-intron (NM_001003676, intron 2 of 7)",101466,NM_001003677,C11orf49,NM_001003676,,,C11orf49,,,
256,4816,chr11,75141388,75141437,+,0,,"exon (NM_001039548, exon 1 of 6)","-exon (NM_001039548, exon 1 of 6)",262,NM_001039548,KLHL35,NM_001039548,,,KLHL35,,,
257,28637,chrX,7971505,7971593,+,0,,Intergenic,Intergenic,-75769,NM_001172672,PNPLA4,NM_001172672,,,PNPLA4,,,
258,14110,chr2,101096054,101096101,+,0,,"intron (NM_001011717, intron 6 of 9)","-intron (NM_001011717, intron 6 of 9)",9133,NM_001011717,NMS,NM_001011717,,,NMS,,,
259,11716,chr18,22987666,22987732,+,0,,Intergenic,Intergenic,-55485,NM_015461,ZNF521,NM_015461,,,ZNF521,,,
260,5138,chr12,113952681,113952743,+,0,,Intergenic,Intergenic,-42835,NM_022363,LHX5,NM_022363,,,LHX5,,,
261,11174,chr17,72862424,72862514,+,0,,"intron (NM_024417, intron 4 of 11)","-intron (NM_004110, intron 4 of 11)",-6462,NM_000835,GRIN2C,NM_000835,,,GRIN2C,,,
262,28584,chrX,68316205,68316280,+,0,,Intergenic,Intergenic,69123,NM_145119,PJA1,NM_001032396,,,PJA1,,,
263,1823,chr1,55515791,55515889,+,0,,"intron (NM_174936, intron 3 of 11)","-intron (NM_174936, intron 3 of 11)",10691,NM_174936,PCSK9,NM_174936,,,PCSK9,,,
264,14263,chr2,119606455,119606500,+,0,,promoter-TSS (NM_001426),-promoter-TSS (NM_001426),-718,NM_001426,EN1,NM_001426,,,EN1,,,
265,12757,chr19,30727040,30727146,+,0,,Intergenic,Intergenic,-136235,NM_014717,ZNF536,NM_014717,,,ZNF536,,,
266,2472,chr10,132006710,132006856,+,0,,Intergenic,Intergenic,72144,NM_006541,GLRX3,NM_001199868,,,GLRX3,,,
267,16078,chr20,43595995,43596154,+,0,,promoter-TSS (NR_038341),-promoter-TSS (NR_038341),954,NM_006282,STK4,NM_006282,,,STK4,,,
268,27320,chr9,139701761,139701812,+,0,,promoter-TSS (NM_001173988),-promoter-TSS (NM_001173988),-588,NM_024718,C9orf86,NM_024718,,,C9orf86,,,
269,991,chr1,22260676,22260750,+,0,,"intron (NM_005529, intron 1 of 96)","-intron (NM_005529, intron 1 of 96)",3037,NM_005529,HSPG2,NM_005529,,,HSPG2,,,
270,24153,chr7,155337400,155337456,+,0,,Intergenic,Intergenic,-10889,NM_001103176,CNPY1,NM_001103176,,,CNPY1,,,
271,24324,chr7,157795467,157795630,+,0,,"intron (NM_130843, intron 10 of 21)","-intron (NM_002847, intron 11 of 22)",148271,NR_038966,LOC100506585,NR_038966,,,LOC100506585,,,
272,17413,chr22,36747312,36747410,+,0,,"intron (NM_002473, intron 1 of 40)","-intron (NM_002473, intron 1 of 40)",36702,NM_002473,MYH9,NM_002473,,,MYH9,,,
273,26257,chr8,6125301,6125367,+,0,,Intergenic,Intergenic,138735,NR_040040,LOC100287015,NR_040040,,,LOC100287015,,,
274,16819,chr21,38653511,38653624,+,0,,Intergenic,Intergenic,-13734,NM_006052,DSCR3,NM_006052,,,DSCR3,,,
275,12917,chr19,3585839,3585911,+,0,,"intron (NM_133261, intron 1 of 5)","-intron (NM_133261, intron 1 of 5)",306,NM_133261,GIPC3,NM_133261,,,GIPC3,,,
276,10716,chr17,42336518,42336558,+,0,,"exon (NM_000342, exon 9 of 20)","-exon (NM_000342, exon 9 of 20)",8964,NM_000342,SLC4A1,NM_000342,,,SLC4A1,,,
277,7784,chr14,77772377,77772417,+,0,,"intron (NM_013382, intron 3 of 20)","-intron (NM_013382, intron 3 of 20)",14828,NM_013382,POMT2,NM_013382,,,POMT2,,,
278,21047,chr5,139039363,139039487,+,0,,"intron (NM_016463, intron 1 of 2)","-intron (NM_016463, intron 1 of 2)",11124,NM_016463,CXXC5,NM_016463,,,CXXC5,,,
279,20237,chr4,46833174,46833221,+,0,,"intron (NM_130902, intron 2 of 2)","-intron (NM_130902, intron 2 of 2)",78055,NM_130902,COX7B2,NM_130902,,,COX7B2,,,
280,18701,chr3,195452927,195453012,+,0,,"exon (NM_001098516, exon 2 of 4)","-exon (NM_001098516, exon 2 of 4)",1871,NM_001098516,MUC20,NM_001098516,,,MUC20,,,
281,6928,chr13,72439584,72439622,+,0,,"intron (NM_080760, intron 1 of 7)","-intron (NM_004392, intron 1 of 6)",1727,NM_080760,DACH1,NM_004392,,,DACH1,,,
282,3125,chr10,5590107,5590203,+,0,,Intergenic,Intergenic,23231,NM_005185,CALML3,NM_005185,,,CALML3,,,
283,6966,chr13,81445432,81445495,+,0,,Intergenic,Intergenic,-530377,NM_005842,SPRY2,NM_005842,,,SPRY2,,,
284,17979,chr22,50919645,50919759,+,0,,promoter-TSS (NM_001253845),-promoter-TSS (NM_001253845),-283,NM_024866,ADM2,NM_001253845,,,ADM2,,,
285,13325,chr19,46477006,46477151,+,0,,promoter-TSS (NM_002516),-promoter-TSS (NM_002516),-421,NM_002516,NOVA2,NM_002516,,,NOVA2,,,
286,15376,chr2,41893549,41893680,+,0,,Intergenic,Intergenic,-211081,NR_033996,LOC388942,NR_033996,,,LOC388942,,,
287,25395,chr8,131840236,131840321,+,0,,"intron (NM_001115, intron 12 of 17)","-intron (NM_001115, intron 12 of 17)",212557,NM_001115,ADCY8,NM_001115,,,ADCY8,,,
288,2802,chr10,1994967,1995043,+,0,,Intergenic,Intergenic,61537,NR_040253,LOC282980,NR_040253,,,LOC282980,,,
289,9815,chr16,812360,812450,+,0,,"intron (NM_013404, intron 1 of 16)","-intron (NM_001177355, intron 2 of 17)",1332,NM_013404,MSLN,NM_013404,,,MSLN,,,
290,6085,chr12,53007513,53007571,+,0,,"exon (NM_175068, exon 5 of 9)","-exon (NM_175068, exon 5 of 9)",4801,NM_175068,KRT73,NM_175068,,,KRT73,,,
291,24880,chr7,64076556,64076601,+,0,,Intergenic,Intergenic,33590,NR_033245,LOC641746,NR_033245,,,LOC641746,,,
292,5300,chr12,122690828,122690868,+,0,,"intron (NM_030765, intron 2 of 2)","-intron (NM_030765, intron 2 of 2)",2620,NM_030765,B3GNT4,NM_030765,,,B3GNT4,,,
293,12832,chr19,3374818,3374934,+,0,,"intron (NM_005597, intron 1 of 8)","-intron (NM_001245002, intron 1 of 10)",8311,NM_001245002,NFIC,NM_205843,,,NFIC,,,
294,19584,chr4,1561599,1561768,+,0,,Intergenic,Intergenic,124035,NM_001013622,FAM53A,NM_001013622,,,FAM53A,,,
295,24967,chr7,73497665,73497745,+,0,,promoter-TSS (NM_002314),-promoter-TSS (NM_002314),-402,NM_002314,LIMK1,NM_001204426,,,LIMK1,,,
296,9769,chr16,78674558,78674691,+,0,,"intron (NM_016373, intron 8 of 8)","-intron (NM_016373, intron 8 of 8)",541297,NM_130844,WWOX,NM_016373,,,WWOX,,,
297,21084,chr5,140503804,140503913,+,0,,"exon (NM_018938, exon 1 of 1)","-exon (NM_018938, exon 1 of 1)",2277,NM_018938,PCDHB4,NM_018938,,,PCDHB4,,,
298,9298,chr16,33935390,33935506,+,0,,Intergenic,Intergenic,27055,NR_038368,LINC00273,NR_038368,,,LINC00273,,,
299,21871,chr5,26787742,26787821,+,0,,Intergenic,Intergenic,250908,NM_016279,CDH9,NM_016279,,,CDH9,,,
300,1183,chr1,2433227,2433302,+,0,,"intron (NM_014638, intron 20 of 21)","-intron (NM_014638, intron 20 of 21)",24771,NM_018216,PANK4,NM_018216,,,PANK4,,,
301,16654,chr21,10989963,10990101,+,0,,"intron (NM_199261, intron 1 of 23)","-intron (NM_199259, intron 1 of 22)",888,NM_199260,TPTE,NM_199259,,,TPTE,,,
302,7255,chr14,104820707,104820847,+,0,,Intergenic,Intergenic,215717,NM_015656,KIF26A,NM_015656,,,KIF26A,,,
303,2817,chr10,21877157,21877290,+,0,,"intron (NM_004641, intron 4 of 23)","-intron (NM_001195626, intron 3 of 21)",53649,NM_001195626,MLLT10,NM_001195626,,,MLLT10,,,
304,16273,chr20,58152155,58152290,+,0,,promoter-TSS (NM_001199505),-promoter-TSS (NM_001199505),-342,NM_001199505,PHACTR3,NM_183244,,,PHACTR3,,,
305,1672,chr1,41982362,41982414,+,0,,"intron (NM_024503, intron 7 of 8)","-intron (NM_001127714, intron 6 of 7)",-32044,NM_001956,EDN2,NM_001956,,,EDN2,,,
306,5541,chr12,131622424,131622597,+,0,,"intron (NM_198827, intron 23 of 24)","-intron (NM_198827, intron 23 of 24)",-27046,NR_026670,LOC116437,NR_026670,,,LOC116437,,,
307,837,chr1,202780636,202780742,+,0,,"intron (NR_046326, intron 1 of 1)","-intron (NR_046325, intron 1 of 1)",615,NR_046326,KDM5B-AS1,NR_046326,,,KDM5B-AS1,,,
308,10883,chr17,51123347,51123411,+,0,,Intergenic,Intergenic,60499,NM_001243552,LOC100506650,NM_001243552,,,LOC100506650,,,
309,17963,chr22,50587952,50588096,+,0,,"intron (NM_001164106, intron 1 of 8)","-intron (NM_001164104, intron 19 of 25)",2540,NM_001164106,MOV10L1,NM_001164105,,,MOV10L1,,,
310,4333,chr11,46373684,46373759,+,0,,"intron (NM_003646, intron 1 of 30)","-intron (NM_001199266, intron 1 of 30)",4765,NM_003646,DGKZ,NM_201532,,,DGKZ,,,
311,28587,chrX,68636596,68636651,+,0,,Intergenic,Intergenic,-88455,NM_015686,FAM155B,NM_015686,,,FAM155B,,,
312,2489,chr10,132642256,132642321,+,0,,Intergenic,Intergenic,118643,NR_036180,MIR378C,NR_036180,,,MIR378C,,,
313,5705,chr12,133787959,133788064,+,0,,Intergenic,Intergenic,24411,NM_001191054,LOC647589,NM_001191054,,,LOC647589,,,
314,6937,chr13,73104983,73105113,+,0,,Intergenic,Intergenic,196890,NM_001071775,MZT1,NM_001071775,,,MZT1,,,
315,25438,chr8,1390723,1390827,+,0,,Intergenic,Intergenic,-58794,NM_004745,DLGAP2,NM_004745,,,DLGAP2,,,
316,2430,chr10,1312886,1312941,+,0,,"intron (NM_018702, intron 4 of 9)","-intron (NM_018702, intron 4 of 9)",107205,NR_015376,LINC00200,NR_015376,,,LINC00200,,,
317,27599,chr9,4793612,4793702,+,0,,"intron (NM_005772, intron 1 of 8)","-intron (NM_005772, intron 1 of 8)",823,NM_005772,RCL1,NM_005772,,,RCL1,,,
318,20183,chr4,41880748,41880889,+,0,,Intergenic,Intergenic,-56319,NM_018126,TMEM33,NM_018126,,,TMEM33,,,
319,22561,chr6,150231841,150231926,+,0,,"intron (NR_045127, intron 2 of 2)","-intron (NR_045126, intron 1 of 1)",12331,NM_001001788,RAET1G,NM_001001788,,,RAET1G,,,
320,22362,chr6,100061406,100061447,+,0,,"exon (NM_021620, exon 4 of 4)","-exon (NM_021620, exon 4 of 4)",6776,NM_021620,PRDM13,NM_021620,,,PRDM13,,,
321,16210,chr20,5451760,5451899,+,0,,promoter-TSS (NR_029405),-promoter-TSS (NR_029405),-13,NR_029405,LOC643406,NR_029405,,,LOC643406,,,
322,17468,chr22,38837062,38837114,+,0,,"intron (NM_152868, intron 1 of 1)","-intron (NM_004981, intron 1 of 1)",2945,NM_004981,KCNJ4,NM_152868,,,KCNJ4,,,
323,24488,chr7,22072265,22072311,+,0,,Intergenic,Intergenic,-86746,NM_018719,CDCA7L,NM_001127371,,,CDCA7L,,,
324,14867,chr2,216177247,216177302,+,0,,"exon (NM_004044, exon 2 of 16)","-exon (NM_004044, exon 2 of 16)",595,NM_004044,ATIC,NM_004044,,,ATIC,,,
325,26732,chr9,127060619,127060765,+,0,,"intron (NM_001166171, intron 2 of 10)","-intron (NM_001145001, intron 2 of 10)",5993,NM_001166169,NEK6,NM_001166168,,,NEK6,,,
326,17863,chr22,49887857,49887989,+,0,,Intergenic,Intergenic,163267,NR_026997,C22orf34,NR_026997,,,C22orf34,,,
327,18353,chr3,142861389,142861484,+,0,,Intergenic,Intergenic,22818,NM_004267,CHST2,NM_004267,,,CHST2,,,
328,13708,chr19,54485716,54485799,+,0,,TTS (NR_030632),-TTS (NR_030632),196,NR_030632,MIR935,NR_030632,,,MIR935,,,
329,15338,chr2,35580257,35580360,+,0,,Intergenic,Intergenic,1002405,NR_037631,LOC100288911,NR_037631,,,LOC100288911,,,
330,25766,chr8,144873546,144873604,+,0,,"exon (NM_015356, exon 35 of 36)","-exon (NM_015356, exon 35 of 36)",21637,NR_030633,MIR937,NR_030633,,,MIR937,,,
331,11612,chr17,8311965,8312130,+,0,,Intergenic,Intergenic,-10903,NM_001146684,RNF222,NM_001146684,,,RNF222,,,
332,14986,chr2,232546267,232546403,+,0,,Intergenic,Intergenic,-26900,NM_002823,PTMA,NM_002823,,,PTMA,,,
333,5966,chr12,44921599,44921733,+,0,,"intron (NM_006159, intron 17 of 20)","-intron (NM_001145107, intron 17 of 20)",347778,NM_001145109,NELL2,NM_001145109,,,NELL2,,,
334,1710,chr1,45573171,45573237,+,0,,"intron (NM_020883, intron 1 of 13)","-intron (NM_020883, intron 1 of 13)",95399,NM_000374,UROD,NM_000374,,,UROD,,,
335,13450,chr19,497793,497871,+,0,,"intron (NM_130762, intron 1 of 3)","-intron (NM_130760, intron 1 of 4)",1342,NM_130760,MADCAM1,NM_130762,,,MADCAM1,,,
336,14464,chr2,134328306,134328466,+,0,,Intergenic,Intergenic,-2355,NM_207363,NCKAP5,NM_207481,,,NCKAP5,,,
337,16542,chr20,62045533,62045585,+,0,,"intron (NM_172107, intron 13 of 16)","-intron (NM_004518, intron 11 of 14)",-52811,NM_001256573,CHRNA4,NR_046317,,,CHRNA4,,,
338,1118,chr1,237392763,237392848,+,0,,"intron (NM_001035, intron 1 of 104)","-intron (NM_001035, intron 1 of 104)",187103,NM_001035,RYR2,NM_001035,,,RYR2,,,
339,2623,chr10,134675834,134675900,+,0,,"intron (NM_001200049, intron 35 of 57)","-intron (NM_001200049, intron 35 of 57)",-76330,NM_177400,NKX6-2,NM_177400,,,NKX6-2,,,
